(set(['x64']),_set(['x86'])) (set(['x86']),_set(['x64'])) 
2018-3-16 0 0 0 0 
2018-3-17 0 0 0 0 
2018-3-18 0 0 0 0 
2018-3-19 0 0 0 0 
2018-3-20 0 0 0 0 
2018-3-21 0 0 0 0 
2018-3-22 0 0 0 0 
2018-3-23 0 0 0 0 
2018-3-24 0 0 0 0 
2018-3-25 0 0 0 0 
2018-3-26 0 0 0 0 
2018-3-27 0 0 0 0 
2018-3-28 0 0 0 0 
2018-3-29 0 0 0 0 
2018-3-30 0 0 0 0 
2018-3-31 0 0 0 0 
2018-4-1 0 0 0 0 
2018-4-2 0 0 0 0 
2018-4-3 0 0 0 0 
2018-4-4 0 0 0 0 
2018-4-5 0 0 0 0 
2018-4-6 0 0 0 0 
2018-4-7 0 0 0 0 
2018-4-8 0 0 0 0 
2018-4-9 0 0 0 0 
2018-4-10 0 0 0 0 
2018-4-11 0 0 0 0 
2018-4-12 0 0 0 0 
2018-4-13 0 0 0 0 
2018-4-14 0 0 0 0 
2018-4-15 0 0 0 0 
2018-4-16 0 0 0 0 
2018-4-17 0 0 0 0 
2018-4-18 0 0 0 0 
2018-4-19 0 0 0 0 
2018-4-20 0 0 0 0 
2018-4-21 0 0 0 0 
2018-4-22 0 0 0 0 
2018-4-23 0 0 0 0 
2018-4-24 0 0 0 0 
2018-4-25 0 0 0 0 
2018-4-26 0 0 0 0 
2018-4-27 0 0 0 0 
2018-4-28 0 0 0 0 
2018-4-29 0 0 0 0 
2018-4-30 0 0 0 0 
2018-5-1 0 0 0 0 
2018-5-2 0 0 0 0 
2018-5-3 0 0 0 0 
2018-5-4 0 0 0 0 
2018-5-5 0 0 0 0 
2018-5-6 0 0 0 0 
2018-5-7 0 0 0 0 
2018-5-8 0 0 0 0 
2018-5-9 0 0 0 0 
2018-5-10 0 0 0 0 
2018-5-11 0 0 0 0 
2018-5-12 0 0 0 0 
2018-5-13 0 0 0 0 
2018-5-14 0 0 0 0 
2018-5-15 0 0 0 0 
2018-5-16 0 0 0 0 
2018-5-17 0 0 0 0 
2018-5-18 0 0 0 0 
2018-5-19 0 0 0 0 
2018-5-20 0 0 0 0 
2018-5-21 0 0 0 0 
2018-5-22 0 0 0 0 
2018-5-23 0 0 0 0 
2018-5-24 0 0 0 0 
2018-5-25 0 0 0 0 
2018-5-26 0 0 0 0 
2018-5-27 0 0 0 0 
2018-5-28 0 0 0 0 
2018-5-29 0 0 0 0 
2018-5-30 0 0 0 0 
2018-5-31 0 0 0 0 
2018-6-1 0 0 0 0 
2018-6-2 0 0 0 0 
2018-6-3 0 0 0 0 
2018-6-4 0 0 0 0 
2018-6-5 0 0 0 0 
2018-6-6 0 0 0 0 
2018-6-7 0 0 0 0 
2018-6-8 0 0 0 0 
2018-6-9 0 0 0 0 
2018-6-10 0 0 0 0 
2018-6-11 0 0 0 0 
2018-6-12 0 0 0 0 
2018-6-13 0 0 0 0 
2018-6-14 0 0 0 0 
2018-6-15 0 0 0 0 
2018-6-16 0 0 0 0 
2018-6-17 0 0 0 0 
2018-6-18 0 0 0 0 
2018-6-19 0 0 0 0 
2018-6-20 0 0 0 0 
2018-6-21 0 0 0 0 
2018-6-22 0 0 0 0 
2018-6-23 0 0 0 0 
2018-6-24 0 0 0 0 
2018-6-25 0 0 0 0 
2018-6-26 0 0 0 0 
2018-6-27 0 0 0 0 
2018-6-28 0 0 0 0 
2018-6-29 0 0 0 0 
2018-6-30 0 0 0 0 
2018-7-1 0 0 0 0 
2018-7-2 0 0 0 0 
2018-7-3 0 0 0 0 
2018-7-4 0 0 0 0 
2018-7-5 0 0 0 0 
